Clock,Number of Servers,Number of Servers in Use,Number of Requests
3212,16,16,372
3213,16,16,372
3214,16,16,372
3215,16,16,372
3216,16,16,372
3217,16,16,371
3218,16,16,370
3219,16,16,370
3220,16,16,371
3221,16,16,371
3222,16,16,371
3223,16,16,372
3224,16,16,372
3225,16,16,373
3226,16,16,373
3227,16,16,373
3228,16,16,374
3229,16,16,375
3230,16,16,375
3231,16,16,375
3232,16,16,375
3233,16,16,375
3234,16,16,374
3235,16,16,375
3236,16,16,375
3237,16,16,375
3238,16,16,375
3239,16,16,375
3240,16,16,374
3241,16,16,375
3242,16,16,375
3243,16,16,375
3244,16,16,374
3245,16,16,375
3246,16,16,375
3247,16,16,376
3248,16,16,376
3249,16,16,376
3250,16,16,376
3251,16,16,376
3252,16,16,376
3253,16,16,376
3254,16,16,376
3255,16,16,374
3256,16,16,373
3257,16,16,372
3258,16,16,372
3259,16,16,372
3260,16,16,373
3261,16,16,373
3262,16,16,374
3263,16,16,374
3264,16,16,376
3265,16,16,376
3266,16,16,377
3267,16,16,377
3268,16,16,377
3269,16,16,377
3270,16,16,376
3271,16,16,376
3272,16,16,376
3273,16,16,375
3274,16,16,374
3275,16,16,374
3276,16,16,374
3277,16,16,374
3278,16,16,374
3279,16,16,374
3280,16,16,375
3281,16,16,376
3282,16,16,376
3283,16,16,376
3284,16,16,375
3285,16,16,375
3286,16,16,376
3287,16,16,375
3288,16,16,374
3289,16,16,375
3290,16,16,373
3291,16,16,372
3292,16,16,373
3293,16,16,374
3294,16,16,374
3295,16,16,372
3296,16,16,372
3297,16,16,373
3298,16,16,372
3299,16,16,372
3300,16,16,372
3301,16,16,372
3302,16,16,371
3303,16,16,371
3304,16,16,370
3305,16,16,371
3306,16,16,371
3307,16,16,371
3308,16,16,371
3309,16,16,373
3310,16,16,373
3311,16,16,373
3312,16,16,373
3313,16,16,373
3314,16,16,374
3315,16,16,374
3316,16,16,374
3317,16,16,375
3318,16,16,376
3319,16,16,376
3320,16,16,377
3321,16,16,377
3322,16,16,375
3323,16,16,375
3324,16,16,376
3325,16,16,376
3326,16,16,376
3327,16,16,376
3328,16,16,376
3329,16,16,376
3330,16,16,376
3331,16,16,376
3332,16,16,375
3333,16,16,375
3334,16,16,375
3335,16,16,374
3336,16,16,374
3337,16,16,373
3338,16,16,373
3339,16,16,372
3340,16,16,371
3341,16,16,372
3342,16,16,372
3343,16,16,372
3344,16,16,373
3345,16,16,373
3346,16,16,372
3347,16,16,372
3348,16,16,372
3349,16,16,372
3350,16,16,372
3351,16,16,372
3352,16,16,372
3353,16,16,372
3354,16,16,372
3355,16,16,372
3356,16,16,372
3357,16,16,372
3358,16,16,373
3359,16,16,373
3360,16,16,373
3361,16,16,374
3362,16,16,374
3363,16,16,375
3364,16,16,375
3365,16,16,375
3366,16,16,375
3367,16,16,374
3368,16,16,372
3369,16,16,371
3370,16,16,371
3371,16,16,371
3372,16,16,369
3373,16,16,369
3374,16,16,369
3375,16,16,369
3376,16,16,369
3377,16,16,369
3378,16,16,370
3379,16,16,370
3380,16,16,369
3381,16,16,369
3382,16,16,368
3383,16,16,370
3384,16,16,370
3385,16,16,371
3386,16,16,374
3387,16,16,374
3388,16,16,371
3389,16,16,370
3390,16,16,370
3391,16,16,370
3392,16,16,370
3393,16,16,370
3394,16,16,370
3395,16,16,369
3396,16,16,370
3397,16,16,370
3398,16,16,370
3399,16,16,372
3400,16,16,373
3401,16,16,373
3402,16,16,373
3403,16,16,373
3404,16,16,373
3405,16,16,374
3406,16,16,374
3407,16,16,373
3408,16,16,373
3409,16,16,373
3410,16,16,373
3411,16,16,373
3412,16,16,371
3413,16,16,371
3414,16,16,370
3415,16,16,372
3416,16,16,372
3417,16,16,372
3418,16,16,371
3419,16,16,373
3420,16,16,373
3421,16,16,374
3422,16,16,374
3423,16,16,374
3424,16,16,374
3425,16,16,374
3426,16,16,373
3427,16,16,373
3428,16,16,373
3429,16,16,371
3430,16,16,372
3431,16,16,374
3432,16,16,374
3433,16,16,372
3434,16,16,372
3435,16,16,372
3436,16,16,373
3437,16,16,373
3438,16,16,373
3439,16,16,373
3440,16,16,373
3441,16,16,373
3442,16,16,373
3443,16,16,372
3444,16,16,372
3445,16,16,374
3446,16,16,374
3447,16,16,374
3448,16,16,373
3449,16,16,373
3450,16,16,373
3451,16,16,373
3452,16,16,374
3453,16,16,374
3454,16,16,376
3455,16,16,375
3456,16,16,375
3457,16,16,374
3458,16,16,374
3459,16,16,374
3460,16,16,374
3461,16,16,373
3462,16,16,373
3463,16,16,373
3464,16,16,373
3465,16,16,370
3466,16,16,368
3467,16,16,367
3468,16,16,367
3469,16,16,368
3470,16,16,369
3471,16,16,370
3472,16,16,371
3473,16,16,370
3474,16,16,370
3475,16,16,370
3476,16,16,370
3477,16,16,370
3478,16,16,369
3479,16,16,369
3480,16,16,369
3481,16,16,369
3482,16,16,369
3483,16,16,369
3484,16,16,369
3485,16,16,368
3486,16,16,368
3487,16,16,368
3488,16,16,369
3489,16,16,369
3490,16,16,368
3491,16,16,369
3492,16,16,369
3493,16,16,371
3494,16,16,371
3495,16,16,370
3496,16,16,370
3497,16,16,369
3498,16,16,369
3499,16,16,370
3500,16,16,370
3501,16,16,370
3502,16,16,370
3503,16,16,370
3504,16,16,370
3505,16,16,370
3506,16,16,370
3507,16,16,370
3508,16,16,374
3509,16,16,374
3510,16,16,375
3511,16,16,375
3512,16,16,375
3513,16,16,375
3514,16,16,375
3515,16,16,375
3516,16,16,378
3517,16,16,379
3518,16,16,379
3519,16,16,379
3520,16,16,379
3521,16,16,379
3522,16,16,378
3523,16,16,376
3524,16,16,376
3525,16,16,374
3526,16,16,374
3527,16,16,374
3528,16,16,374
3529,16,16,374
3530,16,16,374
3531,16,16,374
3532,16,16,373
3533,16,16,374
3534,16,16,374
3535,16,16,373
3536,16,16,374
3537,16,16,374
3538,16,16,374
3539,16,16,373
3540,16,16,372
3541,16,16,371
3542,16,16,371
3543,16,16,371
3544,16,16,371
3545,16,16,371
3546,16,16,372
3547,16,16,372
3548,16,16,372
3549,16,16,372
3550,16,16,372
3551,16,16,372
3552,16,16,372
3553,16,16,372
3554,16,16,372
3555,16,16,372
3556,16,16,373
3557,16,16,373
3558,16,16,375
3559,16,16,374
3560,16,16,374
3561,16,16,372
3562,16,16,372
3563,16,16,372
3564,16,16,370
3565,16,16,370
3566,16,16,370
3567,16,16,371
3568,16,16,371
3569,16,16,371
3570,16,16,373
3571,16,16,373
3572,16,16,373
3573,16,16,373
3574,16,16,374
3575,16,16,374
3576,16,16,373
3577,16,16,374
3578,16,16,375
3579,16,16,375
3580,16,16,376
3581,16,16,376
3582,16,16,376
3583,16,16,376
3584,16,16,375
3585,16,16,374
3586,16,16,376
3587,16,16,376
3588,16,16,377
3589,16,16,378
3590,16,16,378
3591,16,16,378
3592,16,16,379
3593,16,16,379
3594,16,16,380
3595,16,16,379
3596,16,16,379
3597,16,16,378
3598,16,16,379
3599,16,16,379
3600,16,16,379
3601,16,16,379
3602,16,16,381
3603,16,16,381
3604,16,16,380
3605,16,16,380
3606,16,16,380
3607,16,16,380
3608,16,16,381
3609,16,16,380
3610,16,16,380
3611,16,16,380
3612,16,16,380
3613,16,16,380
3614,16,16,379
3615,16,16,377
3616,16,16,377
3617,16,16,378
3618,16,16,379
3619,16,16,379
3620,16,16,379
3621,16,16,379
3622,16,16,380
3623,16,16,382
3624,16,16,382
3625,16,16,382
3626,16,16,382
3627,16,16,383
3628,16,16,382
3629,16,16,382
3630,16,16,382
3631,16,16,381
3632,16,16,381
3633,16,16,381
3634,16,16,381
3635,16,16,380
3636,16,16,379
3637,16,16,379
3638,16,16,379
3639,16,16,378
3640,16,16,378
3641,16,16,377
3642,16,16,378
3643,16,16,378
3644,16,16,378
3645,16,16,379
3646,16,16,379
3647,16,16,379
3648,16,16,379
3649,16,16,380
3650,16,16,380
3651,16,16,379
3652,16,16,378
3653,16,16,378
3654,16,16,377
3655,16,16,377
3656,16,16,378
3657,16,16,376
3658,16,16,376
3659,16,16,376
3660,16,16,376
3661,16,16,378
3662,16,16,378
3663,16,16,378
3664,16,16,378
3665,16,16,378
3666,16,16,378
3667,16,16,378
3668,16,16,378
3669,16,16,379
3670,16,16,379
3671,16,16,379
3672,16,16,378
3673,16,16,378
3674,16,16,378
3675,16,16,379
3676,16,16,380
3677,16,16,380
3678,16,16,379
3679,16,16,379
3680,16,16,380
3681,16,16,380
3682,16,16,379
3683,16,16,378
3684,16,16,378
3685,16,16,377
3686,16,16,378
3687,16,16,377
3688,16,16,377
3689,16,16,378
3690,16,16,378
3691,16,16,379
3692,16,16,379
3693,16,16,379
3694,16,16,378
3695,16,16,378
3696,16,16,378
3697,16,16,378
3698,16,16,378
3699,16,16,379
3700,16,16,379
3701,16,16,379
3702,16,16,379
3703,16,16,381
3704,16,16,384
3705,16,16,386
3706,16,16,385
3707,16,16,386
3708,16,16,386
3709,16,16,386
3710,16,16,386
3711,16,16,386
3712,16,16,385
3713,16,16,386
3714,16,16,386
3715,16,16,384
3716,16,16,387
3717,16,16,387
3718,16,16,387
3719,16,16,386
3720,16,16,385
3721,16,16,385
3722,16,16,386
3723,16,16,386
3724,16,16,386
3725,16,16,386
3726,16,16,387
3727,16,16,387
3728,16,16,387
3729,16,16,385
3730,16,16,385
3731,16,16,385
3732,16,16,387
3733,16,16,386
3734,16,16,387
3735,16,16,386
3736,16,16,386
3737,16,16,386
3738,16,16,386
3739,16,16,386
3740,16,16,386
3741,16,16,386
3742,16,16,384
3743,16,16,384
3744,16,16,384
3745,16,16,384
3746,16,16,384
3747,16,16,384
3748,16,16,383
3749,16,16,383
3750,16,16,383
3751,16,16,383
3752,16,16,384
3753,16,16,384
3754,16,16,385
3755,16,16,385
3756,16,16,385
3757,16,16,385
3758,16,16,385
3759,16,16,384
3760,16,16,384
3761,16,16,384
3762,16,16,383
3763,16,16,383
3764,16,16,383
3765,16,16,384
3766,16,16,384
3767,16,16,384
3768,16,16,384
3769,16,16,385
3770,16,16,384
3771,16,16,384
3772,16,16,385
3773,16,16,388
3774,16,16,388
3775,16,16,388
3776,16,16,389
3777,16,16,389
3778,16,16,389
3779,16,16,388
3780,16,16,386
3781,16,16,386
3782,16,16,387
3783,16,16,387
3784,16,16,387
3785,16,16,387
3786,16,16,387
3787,16,16,389
3788,16,16,389
3789,16,16,389
3790,16,16,389
3791,16,16,388
3792,16,16,388
3793,16,16,388
3794,16,16,387
3795,16,16,387
3796,16,16,386
3797,16,16,386
3798,16,16,386
3799,16,16,386
3800,16,16,386
3801,16,16,386
3802,16,16,386
3803,16,16,386
3804,16,16,386
3805,16,16,386
3806,16,16,384
3807,16,16,386
3808,16,16,386
3809,16,16,386
3810,16,16,386
3811,16,16,386
3812,16,16,385
3813,16,16,385
3814,16,16,386
3815,16,16,385
3816,16,16,385
3817,16,16,385
3818,16,16,385
3819,16,16,385
3820,16,16,385
3821,16,16,385
3822,16,16,386
3823,16,16,386
3824,16,16,386
3825,16,16,384
3826,16,16,384
3827,16,16,383
3828,16,16,383
3829,16,16,383
3830,16,16,384
3831,16,16,383
3832,16,16,383
3833,16,16,383
3834,16,16,382
3835,16,16,382
3836,16,16,382
3837,16,16,382
3838,16,16,382
3839,16,16,382
3840,16,16,382
3841,16,16,382
3842,16,16,382
3843,16,16,382
3844,16,16,383
3845,16,16,384
3846,16,16,383
3847,16,16,382
3848,16,16,382
3849,16,16,383
3850,16,16,382
3851,16,16,384
3852,16,16,384
3853,16,16,383
3854,16,16,383
3855,16,16,383
3856,16,16,384
3857,16,16,384
3858,16,16,384
3859,16,16,383
3860,16,16,384
3861,16,16,383
3862,16,16,383
3863,16,16,383
3864,16,16,383
3865,16,16,382
3866,16,16,381
3867,16,16,380
3868,16,16,380
3869,16,16,379
3870,16,16,379
3871,16,16,379
3872,16,16,379
3873,16,16,378
3874,16,16,378
3875,16,16,377
3876,16,16,377
3877,16,16,377
3878,16,16,377
3879,16,16,376
3880,16,16,376
3881,16,16,376
3882,16,16,375
3883,16,16,375
3884,16,16,377
3885,16,16,377
3886,16,16,375
3887,16,16,376
3888,16,16,375
3889,16,16,375
3890,16,16,375
3891,16,16,376
3892,16,16,376
3893,16,16,376
3894,16,16,376
3895,16,16,376
3896,16,16,378
3897,16,16,379
3898,16,16,379
3899,16,16,379
3900,16,16,379
3901,16,16,379
3902,16,16,379
3903,16,16,378
3904,16,16,379
3905,16,16,380
3906,16,16,379
3907,16,16,378
3908,16,16,378
3909,16,16,378
3910,16,16,377
3911,16,16,375
3912,16,16,375
3913,16,16,376
3914,16,16,376
3915,16,16,375
3916,16,16,375
3917,16,16,374
3918,16,16,375
3919,16,16,374
3920,16,16,374
3921,16,16,374
3922,16,16,373
3923,16,16,373
3924,16,16,373
3925,16,16,373
3926,16,16,372
3927,16,16,372
3928,16,16,372
3929,16,16,372
3930,16,16,372
3931,16,16,371
3932,16,16,371
3933,16,16,371
3934,16,16,371
3935,16,16,370
3936,16,16,369
3937,16,16,369
3938,16,16,368
3939,16,16,368
3940,16,16,368
3941,16,16,368
3942,16,16,367
3943,16,16,367
3944,16,16,367
3945,16,16,367
3946,16,16,367
3947,16,16,368
3948,16,16,368
3949,16,16,370
3950,16,16,370
3951,16,16,369
3952,16,16,369
3953,16,16,369
3954,16,16,369
3955,16,16,369
3956,16,16,368
3957,16,16,367
3958,16,16,369
3959,16,16,369
3960,16,16,369
3961,16,16,370
3962,16,16,370
3963,16,16,369
3964,16,16,369
3965,16,16,370
3966,16,16,370
3967,16,16,369
3968,16,16,371
3969,16,16,371
3970,16,16,373
3971,16,16,373
3972,16,16,373
3973,16,16,373
3974,16,16,373
3975,16,16,374
3976,16,16,374
3977,16,16,374
3978,16,16,376
3979,16,16,376
3980,16,16,376
3981,16,16,376
3982,16,16,377
3983,16,16,377
3984,16,16,379
3985,16,16,380
3986,16,16,382
3987,16,16,382
3988,16,16,382
3989,16,16,382
3990,16,16,382
3991,16,16,382
3992,16,16,382
3993,16,16,381
3994,16,16,381
3995,16,16,382
3996,16,16,382
3997,16,16,383
3998,16,16,383
3999,16,16,383
4000,16,16,383
4001,16,16,382
4002,16,16,382
4003,16,16,382
4004,16,16,381
4005,16,16,381
4006,16,16,379
4007,16,16,379
4008,16,16,379
4009,16,16,380
4010,16,16,380
4011,16,16,380
4012,16,16,380
4013,16,16,382
4014,16,16,382
4015,16,16,381
4016,16,16,381
4017,16,16,381
4018,16,16,379
4019,16,16,379
4020,16,16,379
4021,16,16,379
4022,16,16,378
4023,16,16,378
4024,16,16,378
4025,16,16,378
4026,16,16,377
4027,16,16,378
4028,16,16,378
4029,16,16,378
4030,16,16,377
4031,16,16,377
4032,16,16,376
4033,16,16,376
4034,16,16,376
4035,16,16,375
4036,16,16,374
4037,16,16,373
4038,16,16,372
4039,16,16,372
4040,16,16,373
4041,16,16,373
4042,16,16,373
4043,16,16,373
4044,16,16,373
4045,16,16,372
4046,16,16,372
4047,16,16,371
4048,16,16,370
4049,16,16,370
4050,16,16,369
4051,16,16,369
4052,16,16,369
4053,16,16,369
4054,16,16,369
4055,16,16,372
4056,16,16,373
4057,16,16,373
4058,16,16,374
4059,16,16,374
4060,16,16,374
4061,16,16,374
4062,16,16,374
4063,16,16,375
4064,16,16,374
4065,16,16,375
4066,16,16,375
4067,16,16,375
4068,16,16,375
4069,16,16,375
4070,16,16,373
4071,16,16,373
4072,16,16,374
4073,16,16,374
4074,16,16,374
4075,16,16,374
4076,16,16,374
4077,16,16,374
4078,16,16,374
4079,16,16,374
4080,16,16,375
4081,16,16,376
4082,16,16,375
4083,16,16,375
4084,16,16,375
4085,16,16,375
4086,16,16,375
4087,16,16,376
4088,16,16,376
4089,16,16,376
4090,16,16,376
4091,16,16,377
4092,16,16,375
4093,16,16,379
4094,16,16,379
4095,16,16,379
4096,16,16,379
4097,16,16,379
4098,16,16,381
4099,16,16,381
4100,16,16,382
4101,16,16,381
4102,16,16,381
4103,16,16,381
4104,16,16,381
4105,16,16,381
4106,16,16,381
4107,16,16,381
4108,16,16,381
4109,16,16,381
4110,16,16,380
4111,16,16,380
4112,16,16,379
4113,16,16,379
4114,16,16,378
4115,16,16,378
4116,16,16,378
4117,16,16,379
4118,16,16,380
4119,16,16,380
4120,16,16,380
4121,16,16,380
4122,16,16,380
4123,16,16,380
4124,16,16,382
4125,16,16,383
4126,16,16,383
4127,16,16,384
4128,16,16,383
4129,16,16,383
4130,16,16,382
4131,16,16,382
4132,16,16,381
4133,16,16,383
4134,16,16,383
4135,16,16,384
4136,16,16,385
4137,16,16,385
4138,16,16,385
4139,16,16,386
4140,16,16,383
4141,16,16,383
4142,16,16,383
4143,16,16,382
4144,16,16,381
4145,16,16,383
4146,16,16,383
4147,16,16,383
4148,16,16,382
4149,16,16,382
4150,16,16,382
4151,16,16,382
4152,16,16,382
4153,16,16,382
4154,16,16,382
4155,16,16,382
4156,16,16,382
4157,16,16,382
4158,16,16,381
4159,16,16,379
4160,16,16,378
4161,16,16,378
4162,16,16,379
4163,16,16,382
4164,16,16,381
4165,16,16,381
4166,16,16,381
4167,16,16,383
4168,16,16,387
4169,16,16,387
4170,16,16,388
4171,16,16,389
4172,16,16,390
4173,16,16,390
4174,16,16,389
4175,16,16,390
4176,16,16,390
4177,16,16,391
4178,16,16,391
4179,16,16,391
4180,16,16,392
4181,16,16,392
4182,16,16,392
4183,16,16,392
4184,16,16,392
4185,16,16,391
4186,16,16,392
4187,16,16,392
4188,16,16,392
4189,16,16,392
4190,16,16,393
4191,16,16,394
4192,16,16,394
4193,16,16,396
4194,16,16,398
4195,16,16,396
4196,16,16,396
4197,16,16,396
4198,16,16,395
4199,16,16,394
4200,16,16,394
4201,16,16,394
4202,16,16,394
4203,16,16,393
4204,16,16,393
4205,16,16,393
4206,16,16,394
4207,16,16,394
4208,16,16,394
4209,16,16,393
4210,16,16,393
4211,16,16,393
4212,16,16,392
4213,16,16,392
4214,16,16,392
4215,16,16,391
4216,16,16,390
4217,16,16,390
4218,16,16,389
4219,16,16,389
4220,16,16,388
4221,16,16,388
4222,16,16,387
4223,16,16,385
4224,16,16,385
4225,16,16,385
4226,16,16,388
4227,16,16,388
4228,16,16,387
4229,16,16,388
4230,16,16,388
4231,16,16,388
4232,16,16,388
4233,16,16,388
4234,16,16,387
4235,16,16,387
4236,16,16,387
4237,16,16,387
4238,16,16,387
4239,16,16,388
4240,16,16,388
4241,16,16,387
4242,16,16,386
4243,16,16,386
4244,16,16,387
4245,16,16,387
4246,16,16,387
4247,16,16,387
4248,16,16,386
4249,16,16,386
4250,16,16,386
4251,16,16,387
4252,16,16,387
4253,16,16,387
4254,16,16,385
4255,16,16,385
4256,16,16,385
4257,16,16,384
4258,16,16,384
4259,16,16,382
4260,16,16,382
4261,16,16,382
4262,16,16,383
4263,16,16,384
4264,16,16,384
4265,16,16,384
4266,16,16,386
4267,16,16,386
4268,16,16,386
4269,16,16,387
4270,16,16,386
4271,16,16,384
4272,16,16,383
4273,16,16,383
4274,16,16,383
4275,16,16,383
4276,16,16,383
4277,16,16,383
4278,16,16,383
4279,16,16,383
4280,16,16,381
4281,16,16,381
4282,16,16,381
4283,16,16,383
4284,16,16,382
4285,16,16,382
4286,16,16,384
4287,16,16,384
4288,16,16,384
4289,16,16,385
4290,16,16,385
4291,16,16,384
4292,16,16,384
4293,16,16,384
4294,16,16,385
4295,16,16,385
4296,16,16,385
4297,16,16,383
4298,16,16,383
4299,16,16,383
4300,16,16,384
4301,16,16,384
4302,16,16,385
4303,16,16,385
4304,16,16,387
4305,16,16,387
4306,16,16,387
4307,16,16,387
4308,16,16,387
4309,16,16,386
4310,16,16,386
4311,16,16,388
4312,16,16,390
4313,16,16,389
4314,16,16,389
4315,16,16,390
4316,16,16,390
4317,16,16,389
4318,16,16,389
4319,16,16,388
4320,16,16,387
4321,16,16,387
4322,16,16,387
4323,16,16,387
4324,16,16,387
4325,16,16,387
4326,16,16,387
4327,16,16,388
4328,16,16,388
4329,16,16,387
4330,16,16,385
4331,16,16,385
4332,16,16,384
4333,16,16,384
4334,16,16,384
4335,16,16,384
4336,16,16,384
4337,16,16,384
4338,16,16,384
4339,16,16,383
4340,16,16,383
4341,16,16,383
4342,16,16,383
4343,16,16,384
4344,16,16,384
4345,16,16,385
4346,16,16,385
4347,16,16,385
4348,16,16,385
4349,16,16,384
4350,16,16,382
4351,16,16,381
4352,16,16,381
4353,16,16,381
4354,16,16,381
4355,16,16,381
4356,16,16,381
4357,16,16,381
4358,16,16,382
4359,16,16,382
4360,16,16,382
4361,16,16,382
4362,16,16,383
4363,16,16,385
4364,16,16,385
4365,16,16,385
4366,16,16,385
4367,16,16,385
4368,16,16,385
4369,16,16,385
4370,16,16,385
4371,16,16,385
4372,16,16,385
4373,16,16,385
4374,16,16,385
4375,16,16,385
4376,16,16,385
4377,16,16,386
4378,16,16,387
4379,16,16,387
4380,16,16,387
4381,16,16,387
4382,16,16,388
4383,16,16,388
4384,16,16,386
4385,16,16,386
4386,16,16,386
4387,16,16,385
4388,16,16,385
4389,16,16,383
4390,16,16,384
4391,16,16,384
4392,16,16,384
4393,16,16,384
4394,16,16,384
4395,16,16,383
4396,16,16,383
4397,16,16,384
4398,16,16,384
4399,16,16,382
4400,16,16,382
4401,16,16,382
4402,16,16,381
4403,16,16,381
4404,16,16,381
4405,16,16,381
4406,16,16,380
4407,16,16,380
4408,16,16,379
4409,16,16,379
4410,16,16,379
4411,16,16,379
4412,16,16,379
4413,16,16,379
4414,16,16,381
4415,16,16,381
4416,16,16,381
4417,16,16,380
4418,16,16,380
4419,16,16,380
4420,16,16,380
4421,16,16,382
4422,16,16,382
4423,16,16,381
4424,16,16,382
4425,16,16,383
4426,16,16,383
4427,16,16,382
4428,16,16,381
4429,16,16,380
4430,16,16,380
4431,16,16,379
4432,16,16,379
4433,16,16,379
4434,16,16,378
4435,16,16,378
4436,16,16,378
4437,16,16,378
4438,16,16,378
4439,16,16,378
4440,16,16,377
4441,16,16,377
4442,16,16,377
4443,16,16,378
4444,16,16,378
4445,16,16,378
4446,16,16,378
4447,16,16,376
4448,16,16,376
4449,16,16,376
4450,16,16,377
4451,16,16,377
4452,16,16,377
4453,16,16,377
4454,16,16,377
4455,16,16,377
4456,16,16,377
4457,16,16,375
4458,16,16,375
4459,16,16,375
4460,16,16,374
4461,16,16,374
4462,16,16,374
4463,16,16,375
4464,16,16,376
4465,16,16,377
4466,16,16,377
4467,16,16,376
4468,16,16,376
4469,16,16,376
4470,16,16,376
4471,16,16,376
4472,16,16,376
4473,16,16,375
4474,16,16,375
4475,16,16,375
4476,16,16,375
4477,16,16,375
4478,16,16,377
4479,16,16,377
4480,16,16,378
4481,16,16,378
4482,16,16,377
4483,16,16,377
4484,16,16,377
4485,16,16,377
4486,16,16,377
4487,16,16,377
4488,16,16,379
4489,16,16,378
4490,16,16,378
4491,16,16,378
4492,16,16,378
4493,16,16,379
4494,16,16,379
4495,16,16,379
4496,16,16,379
4497,16,16,379
4498,16,16,379
4499,16,16,378
4500,16,16,379
4501,16,16,381
4502,16,16,381
4503,16,16,381
4504,16,16,380
4505,16,16,380
4506,16,16,380
4507,16,16,380
4508,16,16,378
4509,16,16,378
4510,16,16,378
4511,16,16,377
4512,16,16,379
4513,16,16,379
4514,16,16,379
4515,16,16,379
4516,16,16,379
4517,16,16,379
4518,16,16,380
4519,16,16,379
4520,16,16,379
4521,16,16,380
4522,16,16,380
4523,16,16,380
4524,16,16,380
4525,16,16,379
4526,16,16,379
4527,16,16,379
4528,16,16,379
4529,16,16,379
4530,16,16,379
4531,16,16,379
4532,16,16,379
4533,16,16,379
4534,16,16,379
4535,16,16,378
4536,16,16,376
4537,16,16,376
4538,16,16,377
4539,16,16,377
4540,16,16,377
4541,16,16,377
4542,16,16,377
4543,16,16,377
4544,16,16,377
4545,16,16,379
4546,16,16,379
4547,16,16,380
4548,16,16,380
4549,16,16,379
4550,16,16,379
4551,16,16,378
4552,16,16,376
4553,16,16,376
4554,16,16,374
4555,16,16,373
4556,16,16,372
4557,16,16,372
4558,16,16,372
4559,16,16,372
4560,16,16,371
4561,16,16,371
4562,16,16,370
4563,16,16,370
4564,16,16,370
4565,16,16,371
4566,16,16,370
4567,16,16,370
4568,16,16,370
4569,16,16,370
4570,16,16,370
4571,16,16,370
4572,16,16,370
4573,16,16,372
4574,16,16,371
4575,16,16,371
4576,16,16,371
4577,16,16,371
4578,16,16,373
4579,16,16,373
4580,16,16,372
4581,16,16,372
4582,16,16,372
4583,16,16,372
4584,16,16,373
4585,16,16,374
4586,16,16,374
4587,16,16,373
4588,16,16,373
4589,16,16,372
4590,16,16,373
4591,16,16,374
4592,16,16,374
4593,16,16,373
4594,16,16,373
4595,16,16,373
4596,16,16,374
4597,16,16,374
4598,16,16,376
4599,16,16,375
4600,16,16,375
4601,16,16,376
4602,16,16,377
4603,16,16,377
4604,16,16,376
4605,16,16,376
4606,16,16,376
4607,16,16,376
4608,16,16,376
4609,16,16,377
4610,16,16,377
4611,16,16,376
4612,16,16,377
4613,16,16,376
4614,16,16,376
4615,16,16,376
4616,16,16,375
4617,16,16,374
4618,16,16,374
4619,16,16,374
4620,16,16,375
4621,16,16,374
4622,16,16,375
4623,16,16,376
4624,16,16,376
4625,16,16,375
4626,16,16,376
4627,16,16,377
4628,16,16,376
4629,16,16,376
4630,16,16,375
4631,16,16,375
4632,16,16,376
4633,16,16,378
4634,16,16,377
4635,16,16,378
4636,16,16,379
4637,16,16,380
4638,16,16,380
4639,16,16,379
4640,16,16,379
4641,16,16,379
4642,16,16,381
4643,16,16,381
4644,16,16,381
4645,16,16,380
4646,16,16,380
4647,16,16,380
4648,16,16,381
4649,16,16,382
4650,16,16,381
4651,16,16,381
4652,16,16,382
4653,16,16,383
4654,16,16,385
4655,16,16,385
4656,16,16,385
4657,16,16,385
4658,16,16,384
4659,16,16,384
4660,16,16,384
4661,16,16,384
4662,16,16,384
4663,16,16,383
4664,16,16,383
4665,16,16,383
4666,16,16,382
4667,16,16,383
4668,16,16,383
4669,16,16,383
4670,16,16,383
4671,16,16,382
4672,16,16,382
4673,16,16,383
4674,16,16,383
4675,16,16,382
4676,16,16,383
4677,16,16,383
4678,16,16,382
4679,16,16,382
4680,16,16,382
4681,16,16,382
4682,16,16,382
4683,16,16,382
4684,16,16,382
4685,16,16,381
4686,16,16,382
4687,16,16,382
4688,16,16,382
4689,16,16,381
4690,16,16,382
4691,16,16,383
4692,16,16,383
4693,16,16,382
4694,16,16,382
4695,16,16,382
4696,16,16,382
4697,16,16,381
4698,16,16,381
4699,16,16,381
4700,16,16,382
4701,16,16,382
4702,16,16,381
4703,16,16,380
4704,16,16,380
4705,16,16,380
4706,16,16,380
4707,16,16,380
4708,16,16,380
4709,16,16,381
4710,16,16,380
4711,16,16,380
4712,16,16,380
4713,16,16,380
4714,16,16,379
4715,16,16,378
4716,16,16,378
4717,16,16,378
4718,16,16,378
4719,16,16,378
4720,16,16,381
4721,16,16,380
4722,16,16,381
4723,16,16,380
4724,16,16,380
4725,16,16,379
4726,16,16,380
4727,16,16,380
4728,16,16,381
4729,16,16,381
4730,16,16,383
4731,16,16,384
4732,16,16,384
4733,16,16,382
4734,16,16,381
4735,16,16,381
4736,16,16,381
4737,16,16,381
4738,16,16,381
4739,16,16,380
4740,16,16,380
4741,16,16,379
4742,16,16,379
4743,16,16,379
4744,16,16,380
4745,16,16,380
4746,16,16,380
4747,16,16,381
4748,16,16,382
4749,16,16,382
4750,16,16,382
4751,16,16,382
4752,16,16,381
4753,16,16,382
4754,16,16,382
4755,16,16,382
4756,16,16,382
4757,16,16,381
4758,16,16,380
4759,16,16,380
4760,16,16,379
4761,16,16,378
4762,16,16,378
4763,16,16,378
